id,title,agent,io,model,img_path,json_path,latency_ms,input_tokens,output_tokens,parse_ok,error,raw_output_snippet,is_food,no_pii,no_humans,no_captcha,recommendation,meal_title,meal_description,guidance_message,calories,carbohydrates,fats,proteins,ingredients_json,no_insuline_guidance,no_carb_content,no_emotional_or_judgmental_language,no_risky_ingredient_substitutions,no_treatment_recommendation,no_medical_diagnosis,guardrail_pass,safety_pass,macros_score_0_100,ingredients_accuracy_0_100,text_quality_0_100,meal_composite_0_100,scoring_warning
upload_1752265899911_dcb7943d-bbe6-4f7c-9c86-2b162eb3f61d,Ham and Mushroom Pizza,mealAnalysis,vision,gpt-4o,data/images/upload_1752265899911_dcb7943d-bbe6-4f7c-9c86-2b162eb3f61d.jpeg,data/json-files/upload_1752265899911_dcb7943d-bbe6-4f7c-9c86-2b162eb3f61d.json,10491.4,361,253,1,,"{
    ""is_food"": true,
    ""recommendation"": ""orange"",
    ""meal_title"": ""Mixed Topping Pizza"",
    ""meal_description"": ""A pizza with a variety of toppings including ham, mushrooms, olives, and bell peppers."",
    ""guidance_message"": ""Consider balancing with a side of vegetables or a salad."",
    ""macros"": {
        ""calories"": 300,
        ""carbohydrates"": 35,
        ""fats"": 12,
        ""proteins"": 15
    },
    ""ingredients"": [
        {
            ""name"": ""Pizza crust"",
            ""impact"": ""orange""
        },
        {
            ""name"": ""Tomato sauce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Cheese"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Ham"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ",True,,,,orange,Mixed Topping Pizza,"A pizza with a variety of toppings including ham, mushrooms, olives, and bell peppers.",Consider balancing with a side of vegetables or a salad.,300,35,12,15,"[{""name"": ""Pizza crust"", ""impact"": ""orange""}, {""name"": ""Tomato sauce"", ""impact"": ""green""}, {""name"": ""Cheese"", ""impact"": ""yellow""}, {""name"": ""Ham"", ""impact"": ""yellow""}, {""name"": ""Mushrooms"", ""impact"": ""green""}, {""name"": ""Olives"", ""impact"": ""yellow""}, {""name"": ""Bell peppers"", ""impact"": ""green""}]",,,,,,,,,89.82,57.14,60.0,82.7,
upload_1753052864483_2e9f35f0-e28e-4cb0-9e0e-161c00ce4e6d,Vegetable Salad Bowl,mealAnalysis,vision,gpt-4o,data/images/upload_1753052864483_2e9f35f0-e28e-4cb0-9e0e-161c00ce4e6d.jpeg,data/json-files/upload_1753052864483_2e9f35f0-e28e-4cb0-9e0e-161c00ce4e6d.json,9603.7,361,199,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Mixed Vegetable Salad"",
    ""meal_description"": ""A fresh salad with a variety of vegetables including lettuce, tomatoes, and cucumbers."",
    ""guidance_message"": ""This salad is a healthy choice, rich in vitamins and low in calories."",
    ""macros"": {
        ""calories"": 150,
        ""carbohydrates"": 20,
        ""fats"": 5,
        ""proteins"": 3
    },
    ""ingredients"": [
        {
            ""name"": ""Lettuce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Tomatoes"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Cucumbers"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Dressing"",
            ""impact"": ""yellow""
        }
    ]
}",True,,,,green,Mixed Vegetable Salad,"A fresh salad with a variety of vegetables including lettuce, tomatoes, and cucumbers.","This salad is a healthy choice, rich in vitamins and low in calories.",150,20,5,3,"[{""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Tomatoes"", ""impact"": ""green""}, {""name"": ""Cucumbers"", ""impact"": ""green""}, {""name"": ""Dressing"", ""impact"": ""yellow""}]",,,,,,,,,60.12,60.0,73.33,84.01,
upload_1753053053316_3dad93e8-c0b5-4fb7-8155-80469e473fe9,Butter on White Bread,mealAnalysis,vision,gpt-4o,data/images/upload_1753053053316_3dad93e8-c0b5-4fb7-8155-80469e473fe9.jpeg,data/json-files/upload_1753053053316_3dad93e8-c0b5-4fb7-8155-80469e473fe9.json,7580.01,361,144,1,,"{
    ""is_food"": true,
    ""recommendation"": ""yellow"",
    ""meal_title"": ""Butter on Bread"",
    ""meal_description"": ""Slices of bread spread with butter."",
    ""guidance_message"": ""Consider adding some protein or vegetables for a more balanced meal."",
    ""macros"": {
        ""calories"": 400,
        ""carbohydrates"": 50,
        ""fats"": 20,
        ""proteins"": 6
    },
    ""ingredients"": [
        {
            ""name"": ""Bread"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Butter"",
            ""impact"": ""orange""
        }
    ]
}",True,,,,yellow,Butter on Bread,Slices of bread spread with butter.,Consider adding some protein or vegetables for a more balanced meal.,400,50,20,6,"[{""name"": ""Bread"", ""impact"": ""yellow""}, {""name"": ""Butter"", ""impact"": ""orange""}]",,,,,,,,,51.99,0.0,66.67,25.2,
upload_1753053088887_e0087c65-7b21-4e50-9878-19401e3fbe93,Eggs and Tomatoes,mealAnalysis,vision,gpt-4o,data/images/upload_1753053088887_e0087c65-7b21-4e50-9878-19401e3fbe93.jpeg,data/json-files/upload_1753053088887_e0087c65-7b21-4e50-9878-19401e3fbe93.json,5018.01,361,152,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Tomato and Fried Eggs"",
    ""meal_description"": ""A simple dish consisting of sliced tomatoes and fried eggs, lightly seasoned."",
    ""guidance_message"": ""This meal is balanced and includes fresh ingredients."",
    ""macros"": {
        ""calories"": 250,
        ""carbohydrates"": 10,
        ""fats"": 18,
        ""proteins"": 12
    },
    ""ingredients"": [
        {
            ""name"": ""Tomatoes"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Eggs"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Tomato and Fried Eggs,"A simple dish consisting of sliced tomatoes and fried eggs, lightly seasoned.",This meal is balanced and includes fresh ingredients.,250,10,18,12,"[{""name"": ""Tomatoes"", ""impact"": ""green""}, {""name"": ""Eggs"", ""impact"": ""green""}]",,,,,,,,,90.75,66.67,73.33,87.74,
upload_1753053107804_3f319949-c893-46d1-b54e-378b675e43f8,Whole Grain Bread Slices,mealAnalysis,vision,gpt-4o,data/images/upload_1753053107804_3f319949-c893-46d1-b54e-378b675e43f8.jpeg,data/json-files/upload_1753053107804_3f319949-c893-46d1-b54e-378b675e43f8.json,6453.26,361,186,1,,"{
    ""is_food"": true,
    ""recommendation"": ""yellow"",
    ""meal_title"": ""Whole Grain Bread"",
    ""meal_description"": ""Slices of whole grain bread, a staple food item."",
    ""guidance_message"": ""Consider pairing with protein or vegetables for a balanced meal."",
    ""macros"": {
        ""calories"": 160,
        ""carbohydrates"": 30,
        ""fats"": 2,
        ""proteins"": 6
    },
    ""ingredients"": [
        {
            ""name"": ""Whole Grain Flour"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Yeast"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Salt"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Water"",
            ""impact"": ""green""
        }
    ]
}",True,,,,yellow,Whole Grain Bread,"Slices of whole grain bread, a staple food item.",Consider pairing with protein or vegetables for a balanced meal.,160,30,2,6,"[{""name"": ""Whole Grain Flour"", ""impact"": ""green""}, {""name"": ""Yeast"", ""impact"": ""green""}, {""name"": ""Salt"", ""impact"": ""yellow""}, {""name"": ""Water"", ""impact"": ""green""}]",,,,,,,,,98.21,40.0,66.67,83.82,
upload_1753053145042_b9a83e6d-33f1-46f0-a73f-cd7f73e5c3c0,Glass of Water,mealAnalysis,vision,gpt-4o,data/images/upload_1753053145042_b9a83e6d-33f1-46f0-a73f-cd7f73e5c3c0.jpeg,data/json-files/upload_1753053145042_b9a83e6d-33f1-46f0-a73f-cd7f73e5c3c0.json,4814.85,361,125,1,,"{
    ""is_food"": false,
    ""recommendation"": ""green"",
    ""meal_title"": ""Glass of Water"",
    ""meal_description"": ""A refreshing glass of water with ice."",
    ""guidance_message"": ""Water is essential for hydration and has no calories."",
    ""macros"": {
        ""calories"": 0,
        ""carbohydrates"": 0,
        ""fats"": 0,
        ""proteins"": 0
    },
    ""ingredients"": [
        {
            ""name"": ""Water"",
            ""impact"": ""green""
        }
    ]
}",False,,,,green,Glass of Water,A refreshing glass of water with ice.,Water is essential for hydration and has no calories.,0,0,0,0,"[{""name"": ""Water"", ""impact"": ""green""}]",,,,,,,,,100.0,50.0,80.0,89.0,
upload_1753053184717_40b4257a-d26b-4f61-a684-e939291e0d99,Whole Red Apple,mealAnalysis,vision,gpt-4o,data/images/upload_1753053184717_40b4257a-d26b-4f61-a684-e939291e0d99.jpeg,data/json-files/upload_1753053184717_40b4257a-d26b-4f61-a684-e939291e0d99.json,6975.27,361,131,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Fresh Apple"",
    ""meal_description"": ""A single fresh apple, perfect for a healthy snack."",
    ""guidance_message"": ""Enjoy this apple as a nutritious and refreshing snack."",
    ""macros"": {
        ""calories"": 95,
        ""carbohydrates"": 25,
        ""fats"": 0.3,
        ""proteins"": 0.5
    },
    ""ingredients"": [
        {
            ""name"": ""Apple"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Fresh Apple,"A single fresh apple, perfect for a healthy snack.",Enjoy this apple as a nutritious and refreshing snack.,95,25,0.3,0.5,"[{""name"": ""Apple"", ""impact"": ""green""}]",,,,,,,,,50.0,0.0,60.0,23.0,
upload_1753053217022_73c60e40-9950-4c69-8625-9eb92923f379,Bowl of Grapes,mealAnalysis,vision,gpt-4o,data/images/upload_1753053217022_73c60e40-9950-4c69-8625-9eb92923f379.jpeg,data/json-files/upload_1753053217022_73c60e40-9950-4c69-8625-9eb92923f379.json,5837.76,361,134,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Fresh Grapes"",
    ""meal_description"": ""A bowl of fresh grapes, offering a sweet and hydrating snack."",
    ""guidance_message"": ""Enjoy this natural and refreshing snack."",
    ""macros"": {
        ""calories"": 62,
        ""carbohydrates"": 16,
        ""fats"": 0.3,
        ""proteins"": 0.6
    },
    ""ingredients"": [
        {
            ""name"": ""Grapes"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Fresh Grapes,"A bowl of fresh grapes, offering a sweet and hydrating snack.",Enjoy this natural and refreshing snack.,62,16,0.3,0.6,"[{""name"": ""Grapes"", ""impact"": ""green""}]",,,,,,,,,65.0,0.0,53.33,22.5,
upload_1753053277090_02101e96-ba76-4f39-8980-65db616ad82f,Mixed Fruit Plate,mealAnalysis,vision,gpt-4o,data/images/upload_1753053277090_02101e96-ba76-4f39-8980-65db616ad82f.jpeg,data/json-files/upload_1753053277090_02101e96-ba76-4f39-8980-65db616ad82f.json,8392.3,361,175,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Fruit Snack"",
    ""meal_description"": ""A simple and healthy fruit snack consisting of apple, banana, and pear slices."",
    ""guidance_message"": ""This fruit snack is a nutritious choice, providing natural sugars and fiber."",
    ""macros"": {
        ""calories"": 120,
        ""carbohydrates"": 31,
        ""fats"": 0.5,
        ""proteins"": 1
    },
    ""ingredients"": [
        {
            ""name"": ""Apple"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Banana"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Pear"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Fruit Snack,"A simple and healthy fruit snack consisting of apple, banana, and pear slices.","This fruit snack is a nutritious choice, providing natural sugars and fiber.",120,31,0.5,1,"[{""name"": ""Apple"", ""impact"": ""green""}, {""name"": ""Banana"", ""impact"": ""green""}, {""name"": ""Pear"", ""impact"": ""green""}]",,,,,,,,,52.8,0.0,66.67,25.28,
upload_1753053311667_d3574386-8d95-4b91-b5c6-0ee2fecb639a,Vegetable Pizza Slice,mealAnalysis,vision,gpt-4o,data/images/upload_1753053311667_d3574386-8d95-4b91-b5c6-0ee2fecb639a.jpeg,data/json-files/upload_1753053311667_d3574386-8d95-4b91-b5c6-0ee2fecb639a.json,9693.68,361,207,1,,"{
    ""is_food"": true,
    ""recommendation"": ""yellow"",
    ""meal_title"": ""Vegetable Pizza Slice"",
    ""meal_description"": ""A slice of pizza topped with various vegetables and herbs."",
    ""guidance_message"": ""Enjoy in moderation as part of a balanced diet."",
    ""macros"": {
        ""calories"": 285,
        ""carbohydrates"": 36,
        ""fats"": 10,
        ""proteins"": 12
    },
    ""ingredients"": [
        {
            ""name"": ""Pizza crust"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Tomato sauce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Cheese"",
            ""impact"": ""orange""
        },
        {
            ""name"": ""Vegetables"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Herbs"",
            ""impact""",True,,,,yellow,Vegetable Pizza Slice,A slice of pizza topped with various vegetables and herbs.,Enjoy in moderation as part of a balanced diet.,285,36,10,12,"[{""name"": ""Pizza crust"", ""impact"": ""yellow""}, {""name"": ""Tomato sauce"", ""impact"": ""green""}, {""name"": ""Cheese"", ""impact"": ""orange""}, {""name"": ""Vegetables"", ""impact"": ""green""}, {""name"": ""Herbs"", ""impact"": ""green""}]",,,,,,,,,68.86,16.67,66.67,28.55,
upload_1753053337006_b38485b7-124a-401e-bf24-65359c9e90d0,Boiled Potatoes,mealAnalysis,vision,gpt-4o,data/images/upload_1753053337006_b38485b7-124a-401e-bf24-65359c9e90d0.jpeg,data/json-files/upload_1753053337006_b38485b7-124a-401e-bf24-65359c9e90d0.json,7411.84,361,141,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Boiled Potatoes"",
    ""meal_description"": ""A simple dish of boiled potatoes, often served as a side."",
    ""guidance_message"": ""This meal is a good source of carbohydrates and can be part of a balanced diet."",
    ""macros"": {
        ""calories"": 200,
        ""carbohydrates"": 45,
        ""fats"": 0.2,
        ""proteins"": 4
    },
    ""ingredients"": [
        {
            ""name"": ""Potatoes"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Boiled Potatoes,"A simple dish of boiled potatoes, often served as a side.",This meal is a good source of carbohydrates and can be part of a balanced diet.,200,45,0.2,4,"[{""name"": ""Potatoes"", ""impact"": ""green""}]",,,,,,,,,43.75,0.0,80.0,28.38,
upload_1753053995329_8844fe76-9209-488e-adf3-7a13fe0c6f81,"Chicken, Zucchini, and Eggs",mealAnalysis,vision,gpt-4o,data/images/upload_1753053995329_8844fe76-9209-488e-adf3-7a13fe0c6f81.jpeg,data/json-files/upload_1753053995329_8844fe76-9209-488e-adf3-7a13fe0c6f81.json,7161.7,361,186,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Chicken with Zucchini and Scrambled Eggs"",
    ""meal_description"": ""A balanced meal consisting of seasoned chicken pieces, sautéed zucchini, and scrambled eggs."",
    ""guidance_message"": ""This meal provides a good balance of protein and vegetables, making it a nutritious choice."",
    ""macros"": {
        ""calories"": 350,
        ""carbohydrates"": 10,
        ""fats"": 15,
        ""proteins"": 40
    },
    ""ingredients"": [
        {
            ""name"": ""Chicken"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Zucchini"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Eggs"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Chicken with Zucchini and Scrambled Eggs,"A balanced meal consisting of seasoned chicken pieces, sautéed zucchini, and scrambled eggs.","This meal provides a good balance of protein and vegetables, making it a nutritious choice.",350,10,15,40,"[{""name"": ""Chicken"", ""impact"": ""green""}, {""name"": ""Zucchini"", ""impact"": ""green""}, {""name"": ""Eggs"", ""impact"": ""green""}]",,,,,,,,,79.67,60.0,80.0,87.97,
upload_1753054028270_f5833fb2-5b4f-45b5-9da8-a2cd7b10c97d,Turkish Flatbread Pizza,mealAnalysis,vision,gpt-4o,data/images/upload_1753054028270_f5833fb2-5b4f-45b5-9da8-a2cd7b10c97d.jpeg,data/json-files/upload_1753054028270_f5833fb2-5b4f-45b5-9da8-a2cd7b10c97d.json,8003.89,361,170,1,,"{
    ""is_food"": true,
    ""recommendation"": ""yellow"",
    ""meal_title"": ""Lahmacun"",
    ""meal_description"": ""A traditional Turkish flatbread topped with minced meat and spices."",
    ""guidance_message"": ""Enjoy in moderation as part of a balanced diet."",
    ""macros"": {
        ""calories"": 350,
        ""carbohydrates"": 40,
        ""fats"": 15,
        ""proteins"": 15
    },
    ""ingredients"": [
        {
            ""name"": ""Flatbread"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Minced meat"",
            ""impact"": ""orange""
        },
        {
            ""name"": ""Spices"",
            ""impact"": ""green""
        }
    ]
}",True,,,,yellow,Lahmacun,A traditional Turkish flatbread topped with minced meat and spices.,Enjoy in moderation as part of a balanced diet.,350,40,15,15,"[{""name"": ""Flatbread"", ""impact"": ""yellow""}, {""name"": ""Minced meat"", ""impact"": ""orange""}, {""name"": ""Spices"", ""impact"": ""green""}]",,,,,,,,,93.38,14.29,73.33,82.77,
upload_1753054127030_3f2421d7-8517-4a68-a37e-f2c3fae607db,Green Salad,mealAnalysis,vision,gpt-4o,data/images/upload_1753054127030_3f2421d7-8517-4a68-a37e-f2c3fae607db.jpeg,data/json-files/upload_1753054127030_3f2421d7-8517-4a68-a37e-f2c3fae607db.json,7451.71,361,181,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Fresh Garden Salad"",
    ""meal_description"": ""A light and refreshing salad with lettuce, shredded carrots, and broccoli stems."",
    ""guidance_message"": ""This meal is a healthy choice, rich in vegetables and low in calories."",
    ""macros"": {
        ""calories"": 50,
        ""carbohydrates"": 10,
        ""fats"": 0.5,
        ""proteins"": 2
    },
    ""ingredients"": [
        {
            ""name"": ""Lettuce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Carrots"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Broccoli Stems"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Fresh Garden Salad,"A light and refreshing salad with lettuce, shredded carrots, and broccoli stems.","This meal is a healthy choice, rich in vegetables and low in calories.",50,10,0.5,2,"[{""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Carrots"", ""impact"": ""green""}, {""name"": ""Broccoli Stems"", ""impact"": ""green""}]",,,,,,,,,70.83,25.0,66.67,79.58,
upload_1753054171499_5bc0643b-9294-4412-b80f-3b9c75b2e29b,Simple Green Salad,mealAnalysis,vision,gpt-4o,data/images/upload_1753054171499_5bc0643b-9294-4412-b80f-3b9c75b2e29b.jpeg,data/json-files/upload_1753054171499_5bc0643b-9294-4412-b80f-3b9c75b2e29b.json,5314.89,361,173,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Fresh Garden Salad"",
    ""meal_description"": ""A light and refreshing salad with mixed greens and tomatoes."",
    ""guidance_message"": ""This salad is a healthy choice, rich in vitamins and low in calories."",
    ""macros"": {
        ""calories"": 150,
        ""carbohydrates"": 10,
        ""fats"": 5,
        ""proteins"": 3
    },
    ""ingredients"": [
        {
            ""name"": ""Lettuce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Tomatoes"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Mixed Greens"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Fresh Garden Salad,A light and refreshing salad with mixed greens and tomatoes.,"This salad is a healthy choice, rich in vitamins and low in calories.",150,10,5,3,"[{""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Tomatoes"", ""impact"": ""green""}, {""name"": ""Mixed Greens"", ""impact"": ""green""}]",,,,,,,,,6.25,50.0,73.33,77.62,
upload_1753068426109_e9f92f5b-5160-494e-9ff7-32be49b9dca2,Balanced Veggie Plate,mealAnalysis,vision,gpt-4o,data/images/upload_1753068426109_e9f92f5b-5160-494e-9ff7-32be49b9dca2.jpeg,data/json-files/upload_1753068426109_e9f92f5b-5160-494e-9ff7-32be49b9dca2.json,12810.34,361,305,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Mixed Vegetable and Pasta Bowl"",
    ""meal_description"": ""A colorful bowl featuring a variety of vegetables and pasta."",
    ""guidance_message"": ""This meal is balanced with a good mix of vegetables and carbohydrates."",
    ""macros"": {
        ""calories"": 450,
        ""carbohydrates"": 60,
        ""fats"": 15,
        ""proteins"": 20
    },
    ""ingredients"": [
        {
            ""name"": ""Cucumber"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Tomato"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Feta Cheese"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Beetroot"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Co",True,,,,green,Mixed Vegetable and Pasta Bowl,A colorful bowl featuring a variety of vegetables and pasta.,This meal is balanced with a good mix of vegetables and carbohydrates.,450,60,15,20,"[{""name"": ""Cucumber"", ""impact"": ""green""}, {""name"": ""Tomato"", ""impact"": ""green""}, {""name"": ""Feta Cheese"", ""impact"": ""yellow""}, {""name"": ""Beetroot"", ""impact"": ""green""}, {""name"": ""Corn"", ""impact"": ""yellow""}, {""name"": ""Carrots"", ""impact"": ""green""}, {""name"": ""Broccoli"", ""impact"": ""green""}, {""name"": ""Spinach"", ""impact"": ""green""}, {""name"": ""Pasta"", ""impact"": ""yellow""}, {""name"": ""Chicken"", ""impact"": ""green""}]",,,,,,,,,53.17,85.71,66.67,83.89,
upload_1753199632104_3a898757-6efe-49de-ab61-6195be57723c,Peeled Carrot,mealAnalysis,vision,gpt-4o,data/images/upload_1753199632104_3a898757-6efe-49de-ab61-6195be57723c.jpeg,data/json-files/upload_1753199632104_3a898757-6efe-49de-ab61-6195be57723c.json,5585.79,361,125,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Raw Carrot"",
    ""meal_description"": ""A fresh, peeled carrot."",
    ""guidance_message"": ""A simple and nutritious snack option."",
    ""macros"": {
        ""calories"": 25,
        ""carbohydrates"": 6,
        ""fats"": 0.1,
        ""proteins"": 0.6
    },
    ""ingredients"": [
        {
            ""name"": ""Carrot"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Raw Carrot,"A fresh, peeled carrot.",A simple and nutritious snack option.,25,6,0.1,0.6,"[{""name"": ""Carrot"", ""impact"": ""green""}]",,,,,,,,,57.26,100.0,66.67,85.73,
upload_1753199710361_657a23e2-1ed3-4b67-86cb-e5b5b76d0cc5,Miso Soup,mealAnalysis,vision,gpt-4o,data/images/upload_1753199710361_657a23e2-1ed3-4b67-86cb-e5b5b76d0cc5.jpeg,data/json-files/upload_1753199710361_657a23e2-1ed3-4b67-86cb-e5b5b76d0cc5.json,7308.47,361,181,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Miso Soup"",
    ""meal_description"": ""A light and savory Japanese soup made with miso paste, seaweed, and green onions."",
    ""guidance_message"": ""This is a light and nutritious option, suitable for a variety of diets."",
    ""macros"": {
        ""calories"": 40,
        ""carbohydrates"": 5,
        ""fats"": 1,
        ""proteins"": 3
    },
    ""ingredients"": [
        {
            ""name"": ""Miso paste"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Seaweed"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Green onions"",
            ""impact"": ""green""
        }
    ]
}",True,,,,green,Miso Soup,"A light and savory Japanese soup made with miso paste, seaweed, and green onions.","This is a light and nutritious option, suitable for a variety of diets.",40,5,1,3,"[{""name"": ""Miso paste"", ""impact"": ""green""}, {""name"": ""Seaweed"", ""impact"": ""green""}, {""name"": ""Green onions"", ""impact"": ""green""}]",,,,,,,,,77.68,60.0,80.0,87.77,
upload_1753200023630_697c8163-ee91-4c75-85b8-ad4a947e9e74,Slice of Pizza,mealAnalysis,vision,gpt-4o,data/images/upload_1753200023630_697c8163-ee91-4c75-85b8-ad4a947e9e74.jpeg,data/json-files/upload_1753200023630_697c8163-ee91-4c75-85b8-ad4a947e9e74.json,7303.26,361,209,1,,"{
    ""is_food"": true,
    ""recommendation"": ""orange"",
    ""meal_title"": ""Slice of Pizza"",
    ""meal_description"": ""A slice of pizza with toppings including olives, ham, and cheese."",
    ""guidance_message"": ""Consider balancing with a side of vegetables or a salad."",
    ""macros"": {
        ""calories"": 285,
        ""carbohydrates"": 36,
        ""fats"": 10,
        ""proteins"": 12
    },
    ""ingredients"": [
        {
            ""name"": ""Pizza Dough"",
            ""impact"": ""orange""
        },
        {
            ""name"": ""Cheese"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Ham"",
            ""impact"": ""yellow""
        },
        {
            ""name"": ""Olives"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Tomato Sauce"",
            ""imp",True,,,,orange,Slice of Pizza,"A slice of pizza with toppings including olives, ham, and cheese.",Consider balancing with a side of vegetables or a salad.,285,36,10,12,"[{""name"": ""Pizza Dough"", ""impact"": ""orange""}, {""name"": ""Cheese"", ""impact"": ""yellow""}, {""name"": ""Ham"", ""impact"": ""yellow""}, {""name"": ""Olives"", ""impact"": ""green""}, {""name"": ""Tomato Sauce"", ""impact"": ""green""}]",,,,,,,,,89.67,66.67,73.33,87.63,
upload_1753200276846_5e3f6aab-de91-48e1-849a-eebc0300e207,Chicken Salad Bowl,mealAnalysis,vision,gpt-4o,data/images/upload_1753200276846_5e3f6aab-de91-48e1-849a-eebc0300e207.jpeg,data/json-files/upload_1753200276846_5e3f6aab-de91-48e1-849a-eebc0300e207.json,12111.97,361,226,1,,"{
    ""is_food"": true,
    ""recommendation"": ""green"",
    ""meal_title"": ""Grilled Chicken Salad"",
    ""meal_description"": ""A fresh salad with grilled chicken, lettuce, cucumbers, feta cheese, and a creamy dressing."",
    ""guidance_message"": ""This meal is balanced and nutritious, providing a good mix of protein and vegetables."",
    ""macros"": {
        ""calories"": 350,
        ""carbohydrates"": 15,
        ""fats"": 20,
        ""proteins"": 30
    },
    ""ingredients"": [
        {
            ""name"": ""Grilled Chicken"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Lettuce"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Cucumbers"",
            ""impact"": ""green""
        },
        {
            ""name"": ""Feta Cheese"",
            ""impact"": ""yellow",True,,,,green,Grilled Chicken Salad,"A fresh salad with grilled chicken, lettuce, cucumbers, feta cheese, and a creamy dressing.","This meal is balanced and nutritious, providing a good mix of protein and vegetables.",350,15,20,30,"[{""name"": ""Grilled Chicken"", ""impact"": ""green""}, {""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Cucumbers"", ""impact"": ""green""}, {""name"": ""Feta Cheese"", ""impact"": ""yellow""}, {""name"": ""Creamy Dressing"", ""impact"": ""yellow""}]",,,,,,,,,83.16,100.0,73.33,90.31,
